title,slug,url,metasearch_url,description,short_description,media_url,group_info,created,updated,ontology_terms,license,category
raxmlGUI,raxmlgui,https://antonellilab.github.io/raxmlGUI/,,"raxmlGUI 2.0 seamlessly integrates RAxML and RAxML-NG binaries for all major operating systems with an intuitive graphical front‐end to setup and run phylogenetic analyses. It offers automated pipelines for analyses that require multiple calls of RAxML, built‐in functions to concatenate alignment files, and one‐click model testing to select the best substitution models using ModelTest‐NG.",raxmlGUI 2.0 is a graphical user interface to RAxML,,"<p>Developed by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/daniele-silvestro-group"" tt-mode=""url"">Computational Evolutionary Paleobiology group</a>.</p>",2021-01-14T09:44:30+00:00,2024-08-22T15:36:58+00:00,"Phylogenetic data, Phylogenetic tree, Alignment, Phylogenetic character data, Phylogenetics, Binary format, Phylogenetic analysis, DNA substitution modelling, Workflows",GPL 3,Evolution & Phylogeny
GlyConnect Compozitor,glyconnect-compozitor,https://glyconnect.expasy.org/compozitor/,,Compozitor queries the GlyConnect database to bring out contextual information relative to a set of glycan compositions (glycome). The tool takes advantage of compositions being related to one another through shared monosaccharide counts and outputs interactive graphs summarising information searched in the database.,Contextualises glycan composition sets,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2021-01-21T18:53:58+00:00,2023-03-27T07:18:38+00:00,"Comparison, Data visualisation, Carbohydrates",CC BY 4.0,Glycomics
HMO-Glycologue,hmo-glycologue,https://glycologue.org/m/,,"Built from a model of the de novo biosynthesis of Human Milk Oligosaccharides, HMO-Glycologue is a method for generating networks of reactions based on the activities of a manually curated set of human glycosyltransferases. It can the predict the effect of enzyme knock-out on the network.",Simulator of Human Milk Oligosaccharide synthesis,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2021-01-21T19:03:24+00:00,2024-08-21T13:51:01+00:00,"Metabolic network modelling, Visualisation, Molecular interactions, pathways and networks, Enzymes, Carbohydrates, Biochemistry, Carbohydrate structure",,"Glycomics, Systems Biology"
Glyco@Expasy,glyco-expasy,https://glycoproteome.expasy.org/glycomics-expasy/,,Glyco@Expasy centralizes web-based glycoinformatics resources developed within an international network of glycoscientists. The philosophy is that it should be {glycoscientist AND protein scientist}–friendly with the aim of (1) popularizing the use of bioinformatics in glycobiology and (2) emphasizing the relationship between glycobiology and protein-oriented bioinformatics resources. Glyco@Expasy was designed with glycoscientists to meet the growing needs of the community for glycoinformatics.,Zooming in on web-based glycoinformatics resources,https://www.youtube.com/watch?v=Vhm9WKq7LM8,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2021-06-07T08:19:20+00:00,2024-11-21T10:50:24+00:00,"Carbohydrates, Service discovery, Database comparison, Protein modifications, Annotated URI, Protein sites, features and motifs",CC BY 4.0,"Glycomics, Proteins & Proteomes"
Variomes,variomes,https://variomes.sibils.org/,,"Variomes is a curation-support tool for personalized medicine, enabling to perform triage of publications (MEDLINE citations, PMC full texts and clinical trials) relevant to support an evidence-based decision. The system is also able to prioritize variants (e.g. from a Variant Calling File) to facilitate the identification of clinically actionable variants. Variomes is freely accessible via a GUI or a set of APIs.",Search engine to support the curation of genomic variants,https://www.youtube.com/watch?v=ovhu5U0EKHQ,"<p>Developed by the <a href=""https://www.sib.swiss/patrick-ruch-group"" rel=""noopener noreferrer nofollow"">Text Mining group</a>.</p>",2021-06-28T08:08:30+00:00,2024-11-04T14:10:28+00:00,"Variant prioritisation, Text annotation, Literature search, Information retrieval, Evidence, Text mining report, Annotated text, JSON, Natural language processing, Personalised medicine, Oncology, Data submission, annotation and curation, Training material, Sequence variations",,Text mining & Machine learning
mVIRs,mvirs,https://github.com/SushiLab/mVIRs,,"mVIRs is a command line tool that uses high-throughput sequencing data from cultured or natural communities of bacteria to locate inducible prophages, including novel ones. It identifies candidate prophages by detecting outward-oriented paired-end reads with unusually large insert sizes, and their exact genomic location by extracting the coordinates of partially aligned reads.","Prediction tool for inducible, bacteria-infecting viruses",,"<p>Developed by the <a href=""https://www.sib.swiss/shinichi-sunagawa-group"" rel=""noopener noreferrer nofollow"">Microbiome Research group</a>.</p>",2022-01-13T09:07:01+00:00,2025-01-27T12:10:19+00:00,"Sequence analysis, Sequence sites, features and motifs, Genome annotation, Sequence feature detection, Nucleic acid sequence analysis, DNA sequence, Virology, Microbiology, FASTA-like (text), BAM, Metagenomics",GPL 3,"Metagenomics, Genomics, Genes & Genomes"
OMAMO,omamo,https://omabrowser.org/oma/omamo/,,"The conservation of pathways and genes across species has allowed scientists to use non-human model organisms to gain a deeper understanding of human biology. However, the use of traditional model systems is costly, time-consuming and increasingly raises ethical concerns. OMAMO is web service that provide the user with the best non-complex organism for research into a biological process of interest based on orthologous relationships between human and the species.",OMAMO allows the user to find the best simple model organism,,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/christophe-dessimoz-natasha-glover-group"" tt-mode=""url"">Comparative Genomics group</a>.</p>",2022-03-30T07:35:13+00:00,2024-10-16T13:39:01+00:00,"Ontology concept name, GO concept ID (biological process), Molecular interactions, pathways and networks, Model organisms, Animal study, Textual format, Prediction and recognition, SQL, NCBI taxonomy ID, CSV, Taxonomic classification, Textual format, Prediction and recognition, SQL, NCBI taxonomy ID, CSV, Taxonomic classification",,Systems Biology
Phylo.io,phylo-io,https://phylo.io/,,"Phylo.io is a state of the art tool for visualising and comparing phylogenetic trees on the web. It can be used to view a single tree, or compare the internal structure of two differently inferred trees for the same group of taxons. Phylo.io includes a number of useful features to make the viewing and comparing of even very large trees extremely easy.",A tool for visualising and comparing phylogenetic trees,https://www.youtube.com/watch?v=QqwvVYh-cpI,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/christophe-dessimoz-natasha-glover-group"" rel=""noopener noreferrer nofollow"">Comparative Genomics group</a>.&nbsp;</p>",2022-03-30T13:05:40+00:00,2024-10-16T14:16:48+00:00,"Phylogenetic tree, Phylogenetic tree image, Phylogenetic tree comparison, Phylogenetic tree visualisation, newick, Phylogenetics, Phylogenetics",MIT License,Evolution & Phylogeny
Swiss-Trees,swiss-trees,https://swisstree.sib.swiss/cgi-bin/swisst,,"The SwissTree project aims to provide a collection of 100 Gold Standard gene phylogenies to the scientific community. This set of reference gene trees is suitable for phylogenomic databases to assess their current quality status, measure changes following new database releases and diagnose improvements subsequent to an upgrade of the analysis procedure.",A collection of gold standard gene phylogenies,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and maintained by the&nbsp;<a href=""https://www.sib.swiss/christophe-dessimoz-natasha-glover-group"" rel=""noopener noreferrer nofollow"">Comparative Genomics group</a>.</p>",2022-03-30T13:15:34+00:00,2024-10-16T14:05:39+00:00,"Gene tree, Data quality management, Phylogenetics, Data quality management, Phylogenetics, Phylogenetic tree comparison, Phylogenetic tree comparison, Textual format, NCBI taxonomy ID, Taxonomic classification, phyloXML",,Evolution & Phylogeny
Nextclade,nextclade,https://clades.nextstrain.org/,,"Nextclade aligns viral genomes to a reference sequence, calculates several quality control (QC) metrics, assigns sequences to a clade or variant, and identifies changes in the viral proteins relative to the reference sequence, enabling an easy, fast, and decentralized analysis of initial data. Nextclade is available as a command-line tool and as a web application with completely client based processing, meaning that sequence data doesn’t leave the user’s browser.","Clade assignment, mutation calling & QC for virus sequences",,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/richard-neher-group"" rel=""noopener noreferrer nofollow""><u>Microbial Evolution group</u></a><u> </u>and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2022-03-31T07:39:29+00:00,2024-10-18T13:45:48+00:00,"Sequencing quality control, Variant calling, Indel detection, SNP detection, Sequence visualisation, Workflows, Virology, Infectious disease, Cladistics, Cladistics, FASTA-like (text), Frameshift detection, JSON, TSV, CSV, Public health and epidemiology, Sequence alignment, Sequence alignment, Phylogeny, Phylogeny",MIT License,"Genomics, Evolution & Phylogeny"
SwissLipids SPARQL endpoint,swisslipids-sparql-endpoint,https://beta.sparql.swisslipids.org/,,"SPARQL access to SwissLipids, the knowledgebase that links mass spectrometry-based lipid identifications to curated knowledge of lipid structures, metabolic reactions, enzymes, and interacting proteins. It provides a framework for the integration of lipid and lipidomics data with biological knowledge and models.",SPARQL access to the SwissLipids knowledgebase,,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2022-09-16T09:38:49+00:00,2024-11-11T10:43:50+00:00,"Molecular interactions, pathways and networks, Enzymes, Lipids, Small molecules, Mass spectrometry data, Query and retrieval, SPARQL, XML, JSON, ChEBI ID, PubMed ID, Compound ID (HMDB), LIPID MAPS ID, Reaction ID (Rhea), UniProt accession, Cell type ontology ID, CSV, GO concept ID (cellular component)",CC BY 4.0,"Proteins & Proteomes, Lipidomics"
MetaNetX SPARQL endpoint,metanetx-sparql-endpoint,https://rdf.metanetx.org/,,"SPARQL access to MetaNetX.org allows to access, analyse and manipulate genome-scale metabolic networks as well as biochemical pathways. It consistently integrates data from various public resources and makes the data accessible in a standardized format using a common namespace.",SPARQL access to MetaNetX,,"<p>Developed by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/vital-it"" tt-mode=""url""><span>Vital-IT Computational Biology</span> group</a>.</p>",2022-09-16T09:47:08+00:00,2025-01-09T15:40:17+00:00,"Cheminformatics, Enzymes, Systems biology, Chemical redundancy removal, SPARQL, Query and retrieval, Classification, ChEBI ID, EC number",CC BY 4.0,"Proteins & Proteomes, Metabolomics"
GlyConnect SPARQL endpoint,glyconnect-sparql-endpoint,https://glyconnect.expasy.org/rdf,,"SPARQL access to GlyConnect, a platform integrating several sources of information to characterise the molecular actors of glycosylation, mainly glycoproteins and N- and O-linked glycans. The purpose of GlyConnect is to bring out in a single resource the relationships between glycans, the proteins that carry them, the enzymes that synthesise or degrade them and the proteins that bind them.",SPARQL access to GlyConnect,,"<p>Developed by the <a href=""https://www.sib.swiss/frederique-lisacek-group"" rel=""noopener noreferrer nofollow"">Proteome Informatics group</a>.</p>",2022-09-16T13:52:39+00:00,2023-10-10T12:32:47+00:00,"SPARQL, Query and retrieval, Carbohydrates, Protein modifications, Protein sites, features and motifs, Taxonomy, Classification",CC BY 4.0,"Proteins & Proteomes, Glycomics"
SwissBioPics,swissbiopics,https://www.swissbiopics.org/,,"SwissBioPics is a freely available library of interactive biological images for visualizing subcellular location data. It includes cell types from all kingdoms of life - from muscle, neuronal and epithelial cells of animals to rods, cocci, clubs, spirals, and other more exotic forms of bacteria and archaea.",Subcellular location visualization,https://www.youtube.com/watch?v=uXj-MVvH1jg,"<p>Developed by the <a href=""https://www.sib.swiss/alan-bridge-group"" rel=""noopener noreferrer nofollow"">Swiss-Prot group</a> and supported by the&nbsp;<a href=""https://www.sib.swiss"" rel=""noopener noreferrer nofollow""><u>SIB Swiss Institute of Bioinformatics</u></a>.</p>",2022-10-04T14:50:45+00:00,2025-02-13T12:19:00+00:00,"Data visualisation, Ontology visualisation, Image annotation, Cell biology, UniProt keyword, UniProtKB format, GO concept ID (cellular component), NCBI taxonomy ID",CC BY 4.0,Systems Biology
MHC Motif Atlas,mhc-motif-atlas,http://mhcmotifatlas.org/home,,"The highly polymorphic Major Histocompatibility Complex (MHC) genes are responsible for the binding and cell surface presentation of pathogen- or cancer-specific T-cell epitopes. The MHC Motif Atlas helps visualize, analyse, and compare the different binding specificities of thousands of class I and class II MHC molecules, and includes binding motifs, peptide length distributions, motifs of phosphorylated ligands, multiple specificities, or links to X-ray crystallography structures.",MHC Motif Atlas,https://www.youtube.com/watch?v=Oyl7x6jsroQ,"<p>Developed by the <a target=""_self"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/david-gfeller-group"" tt-mode=""url"">Cancer Immune Recognition group</a>.</p>",2022-11-22T15:50:43+00:00,2024-08-26T09:44:36+00:00,"Information retrieval, Protein sites, features and motifs, Immunology, Visualisation",,"Proteins & Proteomes, Text mining & Machine learning"
ModelArchive,modelarchive,https://modelarchive.org/,https://modelarchive.org/expasy,"ModelArchive is a repository for depositions of computed models of macromolecular structures which are not based on experimental data. The models can consist of any combination of proteins, RNA, DNA, or carbohydrates and include small molecules bound to them. Deposited models are findable, accessible, interoperable and reusable.

💡 Depositions are assigned a DOI to be included in manuscripts for which the model was generated.",Repository of predicted macromolecular structure models,,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p><p>ModelArchive is an <a href=""https://elixir-europe.org/platforms/data/elixir-deposition-databases"" rel=""noopener noreferrer nofollow"">ELIXIR Deposition Database</a>.</p>",2023-02-13T09:09:24+00:00,2024-09-26T15:01:41+00:00,"Deposition, Query and retrieval, Structure report, mmCIF, PDB, Nucleic acid structure, Protein structure, Small molecule structure, Structure visualisation, Molecular modelling, Nucleic acid structure, Protein structure, Small molecule structure, Structure visualisation, Molecular modelling",CC BY-SA 4.0,Structural Biology
CAMEO,cameo,https://www.cameo3d.org/,,"CAMEO continuously evaluates the accuracy and reliability of protein structure prediction servers in a fully automated manner on a weekly basis. CAMEO currently assesses predictions of 3D protein structure modelling (including complexes) and model quality estimation. The project is publicly available and has been used by method developer groups to benchmark and monitor their servers and new developments.

💡 Predictions are evaluated against PDB reference structures on a weekly basis.",Weekly automated benchmarking of protein structure modelling,,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2023-02-13T09:14:06+00:00,2024-10-24T09:02:46+00:00,"Protein structure validation, Molecular modelling, Protein structural quality report, Quality control report, Protein structure, Protein structure analysis, Data quality management, Quality control report, Protein structure, Protein structure analysis, Data quality management, Workflows",CC BY-SA 4.0,"Proteins & Proteomes, Structural Biology"
CAPTAIN,captain,https://www.captain-project.net/,,"Conservation area prioritization through artificial intelligence (CAPTAIN) quantifies the trade-off between the costs and benefits of area and biodiversity protection, allowing the exploration of multiple biodiversity metrics.",Decision-support tool for conservation area prioritization,https://www.youtube.com/watch?v=ml6uFLcGL2w,"<p>Developed by the <a href=""https://www.sib.swiss/daniele-silvestro-group"" rel=""noopener noreferrer nofollow"">Computational Evolutionary Paleobiology group</a>.</p>",2023-04-20T07:24:41+00:00,2024-08-22T15:14:50+00:00,"Modelling and simulation, Biodiversity, Computational biology, Machine learning",CC BY-NC-ND 4.0,Evolution biology
Glittr,glittr,https://glittr.org,,Glittr is a web application that helps you find and compare bioinformatics training material on GitHub and GitLab.,Git repositories with bioinformatics training material,,"<p>Developed by the <a target=""_blank"" rel=""nofollow noopener noreferrer"" href=""https://www.sib.swiss/training-group"" tt-mode=""url"">SIB Training Group</a>.</p>",2023-05-22T09:22:22+00:00,2024-10-24T08:57:39+00:00,"Computational biology, Data integration and warehousing, Data submission, annotation and curation, Training material, Query and retrieval, Deposition, Aggregation, Annotated URI",MIT License,"Transcriptomics, Genomics"
cancercelllines.org,cancercelllines-org,https://cancercelllines.org/,,"The cancercelllines.org genomic information resource contains genome profiling data, somatic mutation information and associated metadata for human cancer cell lines. It provides a unique entry point for the comparative analysis of genomic variants in cell lines, as well as for the exploration of related publications.",Genomic variants in human cancer cell lines,,"<p>Developed by the <a target=""_blank"" href=""https://www.sib.swiss/michael-baudis-group"" tt-mode=""url"" title=""Theoretical Oncogenomics"">Theoretical Oncogenomics group</a>.</p>",2023-05-26T08:17:32+00:00,2024-05-14T07:13:30+00:00,"Nucleic acid features, Sequence variations, JSON, Textual format, Sequence feature comparison, Sample comparison, Clustering, Classification, Query and retrieval, Oncology, Disease identifier, Histogram, Cell line report, SVG, TSV, Query and retrieval, Oncology, Disease identifier, Histogram, Cell line report, SVG, TSV, Text mining, Variant pattern analysis, Copy number variation detection",CC BY 4.0,"Genes & Genomes, Genomics, Text mining & Machine learning"
CREMA,crema,https://crema.unibas.ch,,"CREMA is an online tool which automatically infers regulatory networks from chromatin accessibility (ATAC/DNase-seq) or enhancer mark (ChIP-seq) data. CREMA directly processes raw data of a set of samples (FASTQ files), identifies cis-regulatory elements (CREs) , infers key transcription factors driving the observed chromatin state changes across the experimental conditions, and makes detailed predictions regarding their regulatory roles.",Cis-Regulatory Element Motif Activities,https://www.youtube.com/watch?v=jth2iKiX5d8,"<p>Developed by the <a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a><a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">.</a></p>",2023-07-31T07:37:49+00:00,2024-11-11T09:40:58+00:00,"Gene regulatory network analysis, ChIP-seq, Transcription factors and regulatory sites, Epigenomics, FASTQ, Gene regulation, Sequence report, Chromosome conformation capture, Sample annotation, TSV, Gene regulatory network prediction, Workflows, cis-regulatory element prediction, Sequence report, Chromosome conformation capture, Sample annotation, TSV, Gene regulatory network prediction, Workflows, cis-regulatory element prediction, Model organisms",,"Genes & Genomes, Systems Biology"
DWT-online,dwt-online,https://dwt.scicore.unibas.ch,,"The DWT site provides access to the dinucleotide weight tensor (DWT) toolbox that allows users to train a DWT from a set of input sequences, use a DWT to predict binding sites and overall binding energies. The site includes an online tool called Dilogo to generate graphical representation of dinucleotide weight tensors.",Dinucleotide Weight Tensor toolbox and visualisation service,,"<p>Developed by the&nbsp;<a href=""https://www.sib.swiss/erik-van-nimwegen-group"" rel=""noopener noreferrer nofollow"">Genome Systems Biology group</a>&nbsp;and supported by the&nbsp;<a href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2023-10-03T12:10:48+00:00,2024-11-06T14:59:52+00:00,"Transcription factor binding site prediction, Sequence motif discovery, Gene regulation, Transcription factors and regulatory sites, Image format, Sequence motif (nucleic acid), Workflows, Image format, Sequence motif (nucleic acid), Workflows, Position weight matrix",,"Transcriptomics, Systems Biology"
Cellosaurus SPARQL endpoint,cellosaurus-sparql-endpoint,https://api.cellosaurus.org/sparql-editor,,"SPARQL access to the Cellosaurus knowledge resource on cell lines. It attempts to describe all cell lines used in biomedical research, including immortalized cell lines, naturally immortal cell lines (stem cell lines), finite life cell lines when those are distributed and widely used, vertebrate cell lines with an emphasis on human, mouse and rat cell lines, and invertebrate (insect and tick) cell lines.",SPARQL access to Cellosaurus,,"<p>Developed by the <a href=""https://www.sib.swiss/amos-bairoch-lydie-lane-group"" rel=""noopener noreferrer nofollow"">CALIPHO group</a>.</p>",2023-10-10T11:55:39+00:00,2025-03-11T11:56:54+00:00,"Query and retrieval, SPARQL, Sample collections, Cell line name, Cell line name, Database search results",CC0,Systems Biology
STRING SPARQL endpoint,string-sparql-endpoint,https://sparql.string-db.org/,,"SPARQL access to STRING, the knowledgebase of known and predicted protein-protein interactions. Users can extract data about both direct (physical) and indirect (functional) associations compiled from diverse sources including genomic context, high-throughput experiments, conserved co-expression, and literature.

💡  Query datasets across all model organisms and retrieve millions of interactions at varying confidence levels.",SPARQL access to the STRING knowledgebase,,"<p>Developed by the <a href=""https://www.sib.swiss/christian-von-mering-group"" rel=""noopener noreferrer nofollow"">Bioinformatics Systems Biology group</a>.</p>",2023-10-10T12:11:19+00:00,2024-11-07T12:49:22+00:00,"Molecular interactions, pathways and networks, Protein interactions, Query and retrieval, SPARQL, Database search results, Database search results",CC BY 4.0,"Proteins & Proteomes, Systems Biology"
BEAST2,beast,https://www.beast2.org/,,"BEAST 2 is an open source software tool and platform designed for Markov chain Monte Carlo (MCMC)-based Bayesian inference of phylogenetic trees and associated population-level (i.e. phylodynamic) parameters from (primarily) genetic sequence data under a large variety of specific models.

💡 BEAST 2 can be used to quantify epidemiological dynamics in real-time based on viral genomes and confirmed case data.",Bayesian evolutionary analysis by sampling trees,,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/tanja-stadler-group"" tt-mode=""url"">Computational Evolution group</a>, in collaboration with <span>international partners,</span> and supported by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/database-software-tools/sib-resources"" tt-mode=""url"">SIB Swiss Institute of Bioinformatics</a><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/research-infrastructure/database-software-tools/sib-resources"" tt-mode=""url"">.</a></p>",2023-11-20T10:40:21+00:00,2025-01-20T12:39:53+00:00,"Phylogenetic analysis, Modelling and simulation, Public health and epidemiology, Virology, Phylogeny, Training material, Phylogenetic inference (maximum likelihood and Bayesian methods), Phylogenetic data, XML, Statistics and probability, TSV, FASTA-like (text), Nexus format, Nucleic acid sequence, Nucleic acid sequence",GNU LGPL v2.1,"Evolution biology, Genes & Genomes"
GenSpectrum,genspectrum,https://genspectrum.org/,,Open-source software to facilitate real-time exploration of pathogen genomic sequencing data to facilitate rapid public health response.,Real-time pathogen genomic sequence analysis,,"<p>Developed by the <a href=""https://www.sib.swiss/tanja-stadler-group"" rel=""noopener noreferrer nofollow"">Computational Evolution group</a>.</p>",2023-11-20T10:54:32+00:00,2025-03-11T11:57:37+00:00,"Genome visualisation, Genome feature comparison, Public health and epidemiology, Virology, Sequence variations, Nucleic acid sequence, Query and retrieval, TSV, Nucleic acid sequence analysis, FASTA-like (text), Molecular evolution, Sequence variations, Nucleic acid sequence, Query and retrieval, TSV, Nucleic acid sequence analysis, FASTA-like (text), Molecular evolution",GNU AGPL,"Evolution biology, Genomics"
Protein Universe Atlas,protein-universe-atlas,https://uniprot3d.org/,https://uniprot3d.org/atlas/AFDB90v4/expasy,"The Protein Universe Atlas, or UniProt3D, is a web resource to navigate the diversity of natural proteins. Protein sequence, structure and function information are displayed as an interactive and annotated sequence similarity network that highlights regions in protein sequence space that are poorly annotated. The annotations can then be explored, understood and further leveraged for novel discoveries in biology.","Interactive, annotated similarity network of all proteins",https://www.youtube.com/watch?v=RWsjQBNjUTE,"<p>Developed by the <a href=""https://www.sib.swiss/torsten-schwede-group"" rel=""noopener noreferrer nofollow"">Computational Structural Biology group</a> and supported by the <a href=""https://www.sib.swiss/database-software-tools/sib-resources"" rel=""noopener noreferrer nofollow"">SIB Swiss Institute of Bioinformatics</a>.</p>",2024-01-25T14:33:56+00:00,2024-09-26T16:00:07+00:00,"Protein function prediction, Network visualisation, Gene and protein families, Protein structure analysis, Protein structure, Image, Protein sequence, Proteins, Data mining, Sequence similarity, Functional clustering, Image, Protein sequence, Proteins, Data mining, Sequence similarity, Functional clustering",CC BY 4.0,"Proteins & Proteomes, Systems Biology"
OMArk,omark,https://omark.omabrowser.org/,,"OMArk assesses not only the completeness but also the consistency of the gene repertoire as a whole relative to closely related species and reports likely contamination events. To do so, it relies on fast, alignment-free sequence comparisons between a query proteome and precomputed gene families across the tree of life.",OMArk determines the quality and completeness of gene sets,https://www.youtube.com/watch?v=73R40cIAgBA,"<p>Developed by the <a href=""https://www.sib.swiss/christophe-dessimoz-natasha-glover-group"" rel=""noopener noreferrer nofollow"">Comparative Genomics group</a>.</p>",2024-03-01T14:01:52+00:00,2024-10-16T13:14:24+00:00,"Data quality management, Quality control report, Sequence set, Protein sequence, Sequence analysis, NCBI taxonomy ID, Protein sequence analysis, Sequence set, Protein sequence, Sequence analysis, NCBI taxonomy ID, Protein sequence analysis, PNG, SVG, FASTA-like (text)",GNU LGPL v3,Proteins & Proteomes
SIBiLS SPARQL endpoint,sibils-sparql-endpoint,https://sparql.sibils.org/sparql,,"The SIBiLS SPARQL Endpoint is a web service that allows users to query on a subset of annotated PMC publications. The textual content and structure (title, sections, paragraphs, etc.) are described as well as a list of named entities (multidimensional concepts) found and located in the full text of the publications. This can be particularly useful for researchers and professionals in the biomedical field who are looking for specific information within large datasets of biomedical literature.","SPARQL access to SIBiLS, the SIB Literature Services",https://www.youtube.com/watch?v=BdCQN5I3h7Y,"<p>Developed by the&nbsp;<a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/patrick-ruch-group"" tt-mode=""url""><u>Text Mining group</u></a>.</p>",2024-07-09T05:43:53+00:00,2025-01-17T10:30:46+00:00,"Biomedical science, Ontology concept, SPARQL, Query and retrieval, Natural language processing, Literature search, Named-entity and concept recognition",,Text mining & Machine learning
BiotXplorer,biotxplorer,https://biotxplorer.sibils.org/,,"BiotXplorer is a tool to browse and locate relevant biotic interactions in Biodiversity PMC. It is designed for researchers exploring biodiversity publications through detailed bibliographic data like taxon names, treatments, figures, and tables. BiotXplorer processes SIBiLS (SIB Literature services) documents to identify species pairs co-occurring within passages. It uses the Open Tree of Life taxonomy to describe species and the Relation Ontology to describe species interactions.",Biotic interactions from scientific publications,,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/patrick-ruch-group"" tt-mode=""url"">Text Mining group</a>.</p>",2024-11-04T14:33:59+00:00,2024-11-04T14:50:26+00:00,,,Text mining & Machine learning
Biodiversity PMC,biodiversity-pmc,https://biodiversitypmc.sibils.org/,,"Biodiversity PMC finds relevant literature in a large collection of publications. Besides PubMed Central (PMC) full-text publications and MEDLINE citations, it covers additional articles not originally referenced in PMC and coming from various publishers (e.g. Pensoft) and taxonomic treatments from Plazi. It addresses the needs of researchers interested in biodiversity and related sciences (e.g., ecology, environmental sciences, taxonomists), as well as those studying the life sciences.",Search a large collection of scientific publications,,"<p>Developed by the <a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.sib.swiss/patrick-ruch-group"" tt-mode=""url"">Text Mining group</a>.</p>",2024-11-04T15:06:25+00:00,2024-11-04T15:23:40+00:00,,,Text mining & Machine learning
